Time Elapsed (ms), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Mag X (uT), Mag Y (uT), Mag Z (uT), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s)
8579,0.84,7.06,6.97,-19.20,-8.56,-32.89,-0.05,-0.28,0.13

8586,0.80,7.22,7.06,-19.09,-8.83,-32.86,-0.07,-0.26,0.10

8593,0.83,7.28,7.13,-19.00,-8.97,-33.09,-0.08,-0.19,0.08

8611,0.89,7.91,8.99,-19.09,-8.77,-32.89,-0.04,-0.18,0.03

8627,0.65,8.47,9.93,-19.47,-9.09,-33.06,0.20,-0.64,0.02

8634,0.45,8.76,9.50,-19.26,-8.86,-32.45,0.33,-0.87,0.07

8641,0.57,9.18,9.01,-18.91,-8.77,-32.56,0.45,-0.95,0.16

8648,0.97,9.32,8.63,-19.53,-8.24,-32.10,0.56,-0.94,0.23

8654,0.96,8.81,8.08,-19.79,-7.95,-32.71,0.64,-0.84,0.27

8662,1.01,8.65,7.72,-20.23,-7.60,-32.21,0.68,-0.65,0.28

8669,1.12,8.37,7.73,-20.37,-8.01,-31.92,0.67,-0.47,0.26

8676,1.05,7.99,7.75,-20.26,-7.78,-32.65,0.65,-0.25,0.20

8683,1.03,7.71,7.89,-19.82,-7.86,-32.21,0.62,-0.08,0.08

8694,0.95,7.55,7.87,-20.26,-7.78,-33.06,0.55,0.13,-0.07

8700,0.85,7.34,7.80,-19.88,-7.80,-32.94,0.52,0.29,-0.15

8708,0.78,7.11,7.72,-19.79,-7.92,-32.62,0.53,0.43,-0.22

8715,0.57,6.99,7.57,-19.67,-7.78,-33.50,0.57,0.59,-0.26

8722,0.37,6.91,8.13,-19.53,-7.72,-33.50,0.64,0.70,-0.28

8740,0.24,6.25,8.89,-18.44,-7.66,-33.97,0.91,0.50,-0.22

8753,0.32,6.27,8.51,-18.09,-7.07,-34.41,1.12,0.20,-0.13

8760,0.60,6.39,7.80,-17.77,-7.07,-34.29,1.20,0.15,-0.08

8767,0.72,6.40,7.36,-17.51,-6.23,-34.11,1.23,0.19,-0.04

8777,0.94,6.10,6.78,-17.30,-6.02,-34.58,1.21,0.35,-0.04

8784,0.83,5.79,6.64,-17.48,-5.93,-34.81,1.14,0.49,-0.07

8791,0.92,5.20,6.70,-16.87,-6.05,-35.02,1.07,0.59,-0.14

8798,0.94,4.85,6.77,-16.54,-6.02,-35.02,1.00,0.69,-0.21

8805,0.95,4.41,6.87,-15.87,-5.23,-35.05,0.97,0.73,-0.27

8812,0.79,3.80,7.00,-15.93,-5.17,-35.69,1.00,0.74,-0.35

8819,0.65,3.36,6.81,-15.67,-4.59,-35.60,1.02,0.69,-0.40

8826,0.40,2.93,6.49,-15.00,-4.94,-36.04,1.11,0.66,-0.45

8834,0.28,2.61,6.38,-14.56,-4.21,-35.57,1.20,0.65,-0.45

8844,0.11,2.61,6.24,-14.21,-4.44,-35.78,1.30,0.58,-0.34

8851,0.32,2.65,6.20,-14.26,-3.62,-36.57,1.30,0.44,-0.23

8869,0.73,2.51,5.24,-13.50,-3.01,-36.10,1.12,0.03,0.11

8882,0.83,2.61,4.74,-13.80,-2.34,-36.42,0.83,-0.21,0.30

8889,0.47,3.37,4.03,-13.27,-1.96,-36.31,0.60,-0.36,0.52

8896,0.49,2.50,3.61,-13.53,-1.90,-36.48,0.40,-0.46,0.78

8902,0.95,1.15,3.27,-14.24,-1.75,-36.04,0.31,-0.58,1.04

8909,0.97,-0.03,2.58,-14.03,-2.19,-35.75,0.35,-0.77,1.18

8917,1.16,-1.96,2.05,-14.38,-1.26,-35.98,0.56,-1.05,1.32

8927,0.65,-4.99,1.17,-15.17,-1.78,-35.93,0.83,-1.74,1.22

8934,0.05,-5.81,1.22,-15.32,-1.46,-36.04,0.74,-2.36,1.16

8941,0.38,-6.38,0.70,-17.04,-0.23,-35.60,0.06,-3.30,1.08

8948,-0.16,-3.69,-0.98,-18.12,-0.32,-35.19,-0.60,-3.71,0.99

8955,-1.00,-4.34,-1.18,-19.23,-0.12,-35.28,-1.14,-3.50,0.76

8962,-1.53,-3.15,-0.71,-20.26,-0.96,-34.84,-1.68,-2.89,0.28

8969,0.26,1.97,1.00,-21.28,-0.91,-33.97,-2.31,-2.17,0.17

8976,-1.35,3.45,1.39,-21.92,-0.91,-33.73,-3.09,-1.34,-0.24

8997,1.05,14.08,9.30,-23.24,-3.83,-31.95,-4.67,1.51,-1.32

9008,0.89,16.08,10.03,-22.62,-5.88,-32.10,-4.70,1.88,-1.27

9015,-0.30,17.41,13.32,-21.95,-6.87,-31.51,-4.16,2.05,-1.03

9021,-0.11,17.39,13.84,-21.28,-8.33,-31.25,-3.27,2.22,-0.89

9028,-0.64,16.36,15.56,-20.93,-8.83,-30.87,-2.16,2.29,-0.45

9035,-0.32,16.20,17.60,-20.61,-8.92,-31.01,-1.37,1.82,0.04

9042,0.02,13.50,17.87,-20.46,-9.06,-31.28,-0.77,0.78,0.35

9050,0.57,11.41,16.54,-20.46,-8.59,-31.31,-0.37,-0.18,0.44

9057,1.13,9.91,15.05,-20.87,-8.71,-30.75,0.05,-1.08,0.32

9067,1.55,8.95,11.75,-20.87,-8.83,-29.82,0.48,-1.82,0.08

9074,1.49,8.59,10.11,-21.43,-8.04,-30.49,0.74,-2.05,-0.10

9081,1.00,8.13,8.34,-22.60,-8.10,-30.25,0.90,-2.10,-0.21

9088,0.39,8.19,6.95,-23.41,-7.57,-29.00,0.99,-1.98,-0.28

9095,-0.17,8.18,6.12,-23.50,-6.99,-28.91,0.96,-1.80,-0.17

9102,-0.45,8.52,5.20,-24.38,-6.90,-28.85,0.77,-1.61,-0.14

9120,-0.78,8.07,3.73,-25.34,-6.46,-28.71,0.10,-0.96,0.32

9133,-0.70,7.20,3.60,-25.11,-6.46,-28.18,-0.23,-0.28,0.57

9143,-0.34,6.09,5.13,-25.52,-6.34,-28.85,-0.57,0.15,0.62

9150,-0.36,5.85,6.30,-25.23,-6.43,-28.50,-0.88,0.07,0.53

9157,-1.20,5.26,6.73,-25.40,-6.46,-28.27,-1.09,-0.17,0.40

9164,0.00,6.31,8.08,-25.78,-6.37,-27.86,-1.36,-0.45,0.14

9172,0.10,7.00,8.38,-25.69,-7.22,-27.48,-1.53,-0.94,0.06

9178,0.11,7.27,7.78,-26.16,-7.37,-26.89,-1.58,-1.24,-0.01

9185,-0.13,6.99,7.52,-26.28,-7.42,-26.45,-1.51,-1.31,-0.09

9192,0.07,7.86,6.51,-26.40,-7.89,-26.43,-1.34,-1.22,-0.17

9199,-0.04,7.57,6.44,-26.92,-7.80,-26.40,-1.19,-1.05,-0.19

9210,-0.01,7.29,6.33,-27.10,-8.51,-26.16,-1.12,-0.79,-0.20

9218,0.15,7.47,6.27,-27.62,-8.59,-25.43,-1.14,-0.60,-0.17

9225,0.30,7.45,6.51,-27.59,-8.94,-25.29,-1.08,-0.33,-0.16

9231,0.32,7.34,6.91,-27.74,-9.03,-25.64,-0.91,-0.09,-0.17

9249,-0.07,8.00,7.22,-27.54,-9.65,-24.70,-0.27,0.07,-0.24

9262,-0.52,7.84,6.71,-27.65,-9.62,-25.14,0.07,-0.03,-0.24

9269,-0.42,7.65,6.56,-27.57,-9.35,-25.23,0.17,-0.13,-0.25

9276,-0.37,7.34,5.84,-27.33,-9.73,-25.23,0.16,-0.31,-0.25

9286,-0.41,6.65,4.92,-27.36,-9.68,-24.82,0.08,-0.41,-0.30

9293,-0.58,6.62,4.51,-27.62,-9.47,-24.99,-0.02,-0.38,-0.39

9301,-0.62,6.70,4.02,-27.71,-9.32,-24.58,-0.16,-0.34,-0.39

9308,-0.85,6.18,4.03,-27.80,-9.79,-25.34,-0.28,-0.25,-0.40

9315,-0.65,6.35,4.50,-27.97,-9.94,-24.67,-0.47,-0.18,-0.40

9322,-0.70,6.52,4.65,-27.86,-9.65,-25.02,-0.59,-0.07,-0.36

9329,-0.63,6.60,5.51,-28.53,-9.79,-24.38,-0.64,0.00,-0.24

9335,-0.59,6.73,5.97,-28.21,-9.88,-24.06,-0.66,-0.02,-0.25

9343,-0.24,6.92,6.33,-27.97,-9.94,-24.26,-0.62,-0.09,-0.24

9354,-0.39,7.05,5.99,-27.80,-9.88,-23.85,-0.35,-0.00,-0.29

9361,-0.26,7.21,6.12,-28.09,-10.11,-23.94,-0.17,-0.09,-0.33

9379,-0.41,7.21,4.66,-28.27,-10.46,-23.71,-0.19,-0.44,-0.49

9392,-0.65,7.75,4.01,-28.24,-10.03,-23.33,-0.35,-0.31,-0.50

9399,-0.40,8.10,3.93,-28.53,-10.26,-23.59,-0.50,-0.19,-0.48

9406,-0.40,8.40,4.29,-28.56,-10.17,-23.18,-0.63,-0.01,-0.45

9413,-0.28,8.56,4.49,-28.56,-10.76,-22.45,-0.81,-0.04,-0.42

9420,0.04,8.76,4.37,-28.44,-10.29,-22.19,-0.92,0.00,-0.39

9431,0.06,8.99,4.46,-28.41,-9.97,-21.95,-0.94,0.14,-0.33

9438,0.26,8.92,4.77,-27.92,-10.14,-22.39,-0.84,0.31,-0.26

9445,0.25,8.43,5.20,-28.33,-10.17,-21.86,-0.75,0.41,-0.20

9451,0.07,7.61,5.30,-28.35,-10.32,-21.72,-0.73,0.40,-0.11

9458,-0.32,7.39,5.98,-28.97,-10.00,-21.31,-0.75,0.25,-0.20

9465,-0.20,7.90,5.54,-28.18,-10.49,-21.69,-0.80,0.04,-0.29

9473,-0.34,8.46,5.35,-28.56,-10.26,-21.43,-0.74,-0.00,-0.33

9480,-0.76,8.31,5.19,-28.82,-10.29,-21.02,-0.71,0.06,-0.36

9487,-1.11,8.48,7.19,-28.33,-10.03,-21.40,-0.59,0.14,-0.30

9508,-0.14,9.30,6.17,-28.73,-10.29,-20.93,-0.34,0.18,0.05

9521,0.21,9.01,6.44,-28.68,-9.35,-20.99,-0.10,-0.04,0.20

9528,0.42,8.86,6.27,-28.73,-9.21,-21.37,0.03,-0.20,0.17

9535,0.37,8.74,6.09,-28.91,-9.06,-20.84,0.13,-0.37,0.10

9541,0.45,8.76,5.84,-28.62,-9.03,-20.64,0.18,-0.57,0.02

9548,0.54,8.45,5.16,-28.76,-8.83,-20.34,0.20,-0.70,-0.07

9556,0.15,8.46,4.49,-29.06,-8.80,-19.99,0.24,-0.73,-0.14

9563,0.14,8.24,4.26,-29.09,-9.21,-19.73,0.24,-0.69,-0.18

9574,-0.04,8.13,3.89,-29.79,-8.45,-20.05,0.09,-0.48,-0.14

9581,-0.11,8.20,3.84,-29.61,-8.13,-19.91,-0.04,-0.31,-0.08

9588,-0.09,8.10,3.87,-29.47,-8.33,-20.23,-0.12,-0.08,-0.00

9594,-0.12,7.96,4.26,-29.67,-8.39,-20.14,-0.15,0.10,0.04

9602,-0.11,8.13,4.72,-29.90,-8.07,-20.02,-0.15,0.24,0.06

9609,-0.20,8.16,5.33,-30.14,-7.98,-18.85,-0.11,0.27,0.05

9616,-0.07,8.45,5.58,-30.14,-7.80,-18.82,-0.08,0.21,0.03

9634,-0.20,8.45,5.47,-30.55,-8.04,-18.97,0.01,-0.08,0.08

9647,-0.05,8.40,5.59,-30.23,-7.16,-18.77,0.08,-0.20,0.08

9657,0.22,8.15,5.41,-30.40,-7.28,-18.65,0.13,-0.27,0.07

9664,0.17,7.98,5.33,-30.49,-7.34,-18.77,0.16,-0.28,0.03

9671,0.29,7.80,5.16,-30.55,-7.28,-17.98,0.22,-0.26,-0.02

9678,0.35,7.71,5.13,-30.31,-6.61,-18.68,0.31,-0.21,-0.05

9685,0.19,7.42,5.23,-30.66,-6.14,-18.80,0.40,-0.20,-0.13

9692,0.04,7.54,4.95,-30.69,-6.31,-18.80,0.42,-0.23,-0.25

9699,-0.22,7.65,5.12,-30.55,-6.58,-18.68,0.46,-0.32,-0.31

9706,-0.47,7.79,4.86,-30.75,-6.78,-18.56,0.43,-0.47,-0.35

9717,-0.40,8.52,4.59,-31.13,-6.90,-18.01,0.28,-0.73,-0.33

9724,-0.75,8.34,4.19,-31.48,-6.46,-18.01,0.16,-0.81,-0.25

9731,-0.57,8.53,3.93,-31.28,-6.75,-17.25,0.05,-0.81,-0.19

9738,-0.46,8.63,3.58,-31.16,-6.58,-16.78,-0.02,-0.68,-0.10

9745,-0.39,8.41,3.45,-30.93,-6.87,-16.37,-0.05,-0.38,-0.04

9763,0.12,8.29,4.42,-31.45,-6.02,-16.92,0.07,0.39,0.07

9776,0.14,7.54,5.18,-31.83,-5.50,-16.87,0.13,0.46,0.00

9783,0.11,7.15,5.33,-31.75,-5.88,-16.69,0.14,0.34,-0.05

9790,-0.01,7.06,5.58,-31.83,-6.08,-16.87,0.08,0.18,-0.14

9800,0.09,7.56,5.48,-31.66,-6.31,-16.75,-0.06,-0.05,-0.33

9807,0.26,8.26,4.90,-31.60,-5.47,-16.90,-0.11,-0.13,-0.40

9815,0.29,8.62,4.98,-31.42,-5.03,-17.01,-0.05,-0.10,-0.44

9821,0.72,8.84,4.26,-31.69,-4.94,-16.43,0.01,0.02,-0.44

9828,0.45,8.77,4.82,-31.45,-5.17,-16.87,0.10,0.20,-0.40

9835,0.36,8.51,4.72,-31.66,-5.32,-16.54,0.11,0.32,-0.40

9842,0.29,8.18,4.92,-31.39,-5.35,-15.93,0.11,0.42,-0.43

9849,0.07,7.93,5.05,-31.31,-4.82,-16.63,0.11,0.48,-0.47

9857,0.08,7.84,5.21,-31.60,-5.44,-17.54,0.09,0.45,-0.54

9867,-0.06,8.05,5.36,-31.31,-5.09,-16.72,0.03,0.24,-0.63

9874,-0.04,8.11,5.37,-31.31,-4.94,-16.11,-0.00,0.02,-0.65

9892,-3.42,2.81,9.38,-31.66,-5.38,-16.40,0.03,-0.92,0.01

9905,-1.67,6.50,2.37,-31.42,-5.29,-15.58,0.15,-0.92,0.14

9912,0.04,10.12,2.82,-31.89,-5.17,-16.28,0.17,-0.73,0.21

9919,0.05,8.69,4.13,-32.01,-5.29,-15.67,0.34,-0.54,0.26

9926,0.61,8.59,4.93,-32.24,-5.47,-15.87,0.44,-0.43,0.26

9933,0.66,8.02,4.97,-31.95,-5.03,-15.52,0.44,-0.33,0.27

9940,1.05,8.16,4.57,-32.04,-4.74,-16.11,0.40,-0.32,0.24

9951,1.51,8.43,5.18,-32.07,-4.74,-15.61,0.41,-0.38,0.10

9957,0.45,8.08,5.28,-32.15,-4.24,-16.14,0.33,-0.42,0.06

9964,0.51,8.43,5.08,-32.07,-4.24,-15.26,0.23,-0.40,0.04

9971,1.16,8.47,5.36,-32.45,-3.92,-16.11,0.48,-0.04,-0.04

9978,-0.32,8.61,5.78,-32.77,-4.21,-15.76,0.20,0.06,0.07

9986,0.12,7.19,6.00,-32.89,-3.86,-16.49,-0.03,-0.02,0.04

9993,0.67,8.18,4.88,-33.12,-4.12,-16.66,-0.17,-0.22,-0.07

9999,0.34,8.13,4.39,-32.71,-4.97,-15.78,-0.21,-0.23,-0.11

10021,1.30,8.86,5.96,-33.35,-3.39,-15.99,-0.29,-0.08,0.01

10031,-0.34,8.34,5.84,-33.06,-3.89,-15.81,0.04,0.37,0.26

10038,-1.34,7.85,4.30,-33.00,-3.36,-16.31,-0.04,0.45,0.30

10045,-1.44,8.15,4.40,-32.86,-3.51,-16.87,-0.21,0.15,0.16

10052,-1.15,7.98,5.81,-33.47,-3.86,-16.87,-0.27,0.04,0.07

10059,-1.41,8.33,1.23,-33.29,-3.57,-16.69,-0.36,-0.11,-0.00

10066,-0.63,8.23,4.90,-32.62,-3.68,-16.54,-0.43,-0.13,-0.08

10074,-1.07,8.67,7.28,-32.04,-2.98,-16.63,-0.51,-0.09,-0.03

10081,0.62,12.32,8.35,-33.35,-3.65,-17.04,-0.52,0.05,0.08

10100,0.19,5.02,5.73,-33.03,-2.98,-16.95,-0.38,0.49,0.28

10106,-0.26,6.30,7.20,-32.86,-2.66,-18.06,-0.43,0.43,0.38

10114,0.17,6.60,5.78,-33.18,-2.84,-17.80,-0.41,0.41,0.22

10121,-1.63,7.11,8.33,-33.15,-2.95,-17.57,-0.36,0.20,0.11

10128,-0.30,7.11,4.49,-32.48,-2.86,-17.60,-0.36,-0.13,-0.01

10135,0.24,8.35,5.11,-32.45,-3.22,-17.01,-0.24,-0.33,-0.15

10154,0.75,8.88,3.85,-32.68,-3.42,-17.71,0.11,-0.34,-0.16

10166,0.22,8.98,3.69,-33.29,-3.33,-17.60,0.20,-0.20,-0.04

10176,0.50,8.15,5.51,-33.09,-3.10,-17.63,0.19,0.00,0.00

10183,0.13,8.76,4.73,-33.21,-2.89,-17.54,0.07,0.05,0.03

10190,0.04,7.48,6.03,-33.35,-2.98,-17.25,-0.07,0.08,0.09

10198,0.18,8.03,4.89,-33.03,-2.37,-17.33,-0.07,0.07,0.08

10205,-0.31,8.18,2.29,-33.32,-2.48,-18.47,-0.07,0.08,0.06

10212,0.78,7.61,5.23,-33.44,-2.69,-18.62,0.06,0.10,0.06

10219,-0.06,8.18,4.52,-32.71,-3.24,-18.30,0.04,0.11,0.09

10226,-0.41,7.15,4.17,-32.89,-2.84,-18.01,-0.01,0.08,0.06

10233,0.32,8.37,5.79,-33.79,-1.93,-18.85,0.03,0.05,0.08

10245,-0.03,8.20,4.87,-33.56,-2.08,-18.39,0.12,-0.01,0.04

10252,-0.14,8.36,4.52,-34.00,-2.69,-18.74,0.22,-0.10,-0.02

10259,0.04,8.39,5.10,-33.62,-2.13,-18.42,0.16,-0.10,-0.04

10265,0.04,7.98,5.91,-33.21,-2.13,-18.68,-0.04,-0.08,-0.01

10285,0.05,7.95,4.31,-33.59,-2.72,-19.12,0.05,-0.08,-0.02

10297,0.06,8.58,4.32,-33.91,-2.13,-19.09,0.01,-0.06,-0.02

10304,0.14,8.08,3.68,-33.67,-2.48,-18.94,-0.01,-0.04,0.00

10311,0.17,8.36,4.50,-33.73,-2.51,-19.50,-0.03,-0.02,0.02

10321,0.05,8.36,5.30,-33.00,-2.40,-18.85,0.04,0.00,0.02

10329,0.32,8.56,5.11,-33.06,-2.37,-18.97,0.05,0.05,0.03

10336,0.14,8.12,5.07,-33.21,-2.08,-19.32,0.05,0.02,0.03

10342,0.13,7.96,5.15,-33.00,-2.78,-18.88,0.09,-0.04,0.01

10349,0.12,8.14,4.92,-33.27,-2.95,-18.82,0.08,-0.09,-0.02

10356,0.04,8.28,4.81,-33.15,-2.51,-19.00,0.04,-0.09,-0.02

10363,0.11,8.23,4.54,-32.97,-2.66,-18.97,0.02,-0.08,-0.01

10371,0.02,8.33,4.43,-33.15,-1.87,-19.53,0.04,-0.08,-0.01

10378,-0.02,8.25,4.64,-33.03,-1.96,-18.85,0.07,-0.09,-0.01

10389,0.04,8.26,4.69,-33.50,-2.51,-18.39,0.06,-0.08,-0.01

10396,0.06,8.32,4.64,-33.47,-2.10,-19.09,0.05,-0.08,-0.01

10415,0.07,8.23,4.67,-33.15,-2.31,-18.24,0.05,-0.08,-0.01

10427,0.05,8.23,4.70,-33.56,-2.19,-18.65,0.05,-0.08,-0.01

10434,0.04,8.25,4.61,-33.12,-1.93,-18.47,0.05,-0.08,-0.01

10441,0.08,8.23,4.77,-33.12,-1.78,-18.88,0.05,-0.08,-0.01

10448,0.05,8.21,4.70,-33.29,-2.81,-18.30,0.05,-0.08,-0.01

10456,0.05,8.18,4.70,-33.00,-2.05,-18.09,0.05,-0.08,-0.01

10463,0.04,8.26,4.72,-33.27,-2.34,-18.82,0.05,-0.08,-0.01

10473,0.03,8.22,4.62,-33.44,-2.37,-18.30,0.05,-0.08,-0.01

10480,0.01,8.24,4.67,-33.29,-2.51,-18.68,0.04,-0.08,-0.01

10487,0.04,8.20,4.68,-33.53,-1.78,-18.36,0.05,-0.08,-0.01

10495,0.04,8.26,4.64,-33.38,-1.72,-18.47,0.05,-0.08,-0.01

10502,0.05,8.21,4.62,-33.06,-1.87,-18.88,0.04,-0.08,-0.01

10509,0.02,8.22,4.67,-33.32,-2.72,-18.44,0.05,-0.08,-0.01

10515,0.04,8.23,4.62,-32.89,-2.22,-17.92,0.05,-0.08,-0.02

10522,0.03,8.25,4.64,-32.97,-2.05,-18.53,0.05,-0.08,-0.01

10545,0.02,8.18,4.62,-33.09,-1.99,-18.39,0.06,-0.08,-0.01

10554,0.04,8.18,4.74,-32.97,-2.10,-18.39,0.06,-0.08,-0.01

10561,0.09,8.21,4.66,-33.50,-2.08,-19.06,0.06,-0.08,-0.01

10568,0.03,8.16,4.71,-33.44,-2.22,-18.36,0.06,-0.08,-0.01

10575,0.03,8.23,4.74,-33.35,-2.25,-18.09,0.05,-0.08,-0.01

10583,0.03,8.20,4.67,-33.44,-2.60,-18.33,0.05,-0.08,-0.01

10590,0.05,8.20,4.75,-33.29,-2.34,-18.04,0.04,-0.08,-0.01

10597,0.06,8.18,4.71,-33.35,-2.05,-19.26,0.05,-0.08,-0.01

10604,0.02,8.16,4.59,-33.03,-2.08,-18.39,0.05,-0.08,-0.01

10614,0.04,8.32,4.65,-32.91,-2.19,-18.56,0.05,-0.08,-0.01

10622,0.06,8.26,4.70,-32.59,-1.96,-18.80,0.05,-0.08,-0.01

10629,0.04,8.21,4.67,-32.74,-1.64,-19.18,0.05,-0.08,-0.01

10636,0.03,8.18,4.63,-33.06,-1.96,-19.23,0.05,-0.08,-0.01

10643,0.04,8.21,4.64,-33.29,-2.57,-18.74,0.05,-0.08,-0.01

10649,0.03,8.18,4.71,-33.27,-2.08,-18.42,0.06,-0.08,-0.01

10668,0.04,8.29,4.62,-33.21,-2.25,-17.98,0.05,-0.08,-0.01

10681,0.11,8.26,4.66,-32.83,-2.19,-18.30,0.05,-0.09,-0.01

10691,0.04,8.27,4.66,-33.15,-2.28,-18.27,0.05,-0.08,-0.01

10697,0.03,8.20,4.75,-32.71,-2.05,-18.18,0.05,-0.08,-0.01

10704,0.03,8.20,4.67,-32.97,-2.25,-18.44,0.05,-0.08,-0.01

10712,0.04,8.29,4.65,-33.12,-1.99,-18.15,0.05,-0.08,-0.01

10719,0.05,8.23,4.73,-33.38,-1.58,-18.15,0.05,-0.08,-0.01

10726,0.02,8.18,4.77,-33.35,-1.96,-18.30,0.05,-0.08,-0.02

10733,0.03,8.18,4.70,-32.94,-1.93,-18.15,0.05,-0.08,-0.01

10740,0.08,8.21,4.61,-32.89,-1.99,-17.95,0.05,-0.08,-0.01

10747,0.08,8.22,4.69,-32.80,-1.84,-17.80,0.05,-0.08,-0.01

10759,0.05,8.23,4.69,-33.47,-2.46,-18.24,0.05,-0.08,-0.01

10766,0.04,8.22,4.77,-33.62,-2.37,-17.98,0.05,-0.08,-0.01

10772,0.10,8.24,4.62,-32.97,-2.08,-18.18,0.04,-0.08,-0.01

10779,0.03,8.31,4.59,-33.18,-2.02,-17.71,0.05,-0.08,-0.01

10799,0.03,8.22,4.74,-33.21,-2.08,-18.91,0.04,-0.08,-0.02

10811,0.05,8.28,4.63,-33.18,-2.02,-18.53,0.04,-0.08,-0.01

10818,0.03,8.20,4.69,-33.06,-2.34,-18.85,0.05,-0.08,-0.01

10824,0.06,8.26,4.73,-33.47,-2.05,-18.71,0.05,-0.08,-0.01

10836,0.04,8.21,4.65,-33.47,-2.43,-18.06,0.06,-0.08,-0.01

10843,0.04,8.24,4.67,-33.38,-2.08,-18.39,0.05,-0.08,-0.01

10849,0.04,8.24,4.62,-33.82,-1.58,-18.24,0.05,-0.08,-0.01

10856,0.04,8.28,4.67,-33.70,-2.22,-18.74,0.05,-0.08,-0.01

10863,0.06,8.17,4.72,-33.12,-2.34,-18.44,0.05,-0.08,-0.01

10870,0.03,8.17,4.70,-33.18,-1.20,-18.33,0.05,-0.08,-0.01

10878,0.09,8.23,4.69,-32.94,-1.55,-19.18,0.05,-0.08,-0.01

10885,0.11,8.22,4.67,-33.38,-1.34,-18.77,0.05,-0.08,-0.01

10892,0.04,8.21,4.70,-32.89,-1.40,-19.06,0.05,-0.08,-0.01

10903,0.04,8.17,4.64,-33.06,-2.19,-18.47,0.05,-0.08,-0.01

10910,0.04,8.22,4.67,-33.44,-1.70,-18.62,0.05,-0.08,-0.01

10929,0.02,8.22,4.75,-33.67,-2.02,-18.53,0.05,-0.09,-0.01

10941,0.03,8.19,4.64,-33.09,-2.16,-18.88,0.05,-0.08,-0.01

10948,0.03,8.26,4.65,-32.48,-1.58,-18.85,0.05,-0.08,-0.01

10955,0.06,8.29,4.67,-33.44,-1.84,-19.67,0.05,-0.08,-0.01

10962,0.09,8.21,4.68,-33.62,-1.99,-18.97,0.05,-0.08,-0.01

10970,0.04,8.19,4.66,-33.29,-1.78,-17.77,0.04,-0.07,-0.01

10980,0.04,8.23,4.64,-32.97,-1.14,-18.56,0.04,-0.08,-0.01

10987,0.03,8.21,4.69,-33.09,-1.72,-18.88,0.04,-0.09,-0.01

10994,0.03,8.23,4.76,-33.12,-1.23,-18.85,0.05,-0.08,-0.01

11001,0.09,8.23,4.69,-32.97,-1.49,-18.33,0.05,-0.08,-0.01

11009,0.02,8.27,4.63,-33.21,-0.99,-18.42,0.05,-0.08,-0.01

11015,0.04,8.19,4.66,-33.24,-1.61,-18.85,0.05,-0.08,-0.01

11022,0.06,8.19,4.70,-33.15,-1.81,-18.68,0.05,-0.08,-0.01

11029,0.08,8.22,4.69,-33.21,-1.96,-18.62,0.05,-0.08,-0.01

11036,0.04,8.26,4.62,-32.71,-1.67,-18.24,0.05,-0.08,-0.01

11059,0.02,8.30,4.78,-32.89,-1.64,-18.80,0.04,-0.08,-0.01

11068,0.04,8.16,4.68,-32.97,-1.78,-18.36,0.04,-0.08,-0.01

11075,0.06,8.22,4.69,-33.00,-1.29,-18.56,0.04,-0.08,-0.01

11082,0.04,8.28,4.73,-33.29,-1.67,-18.85,0.04,-0.08,-0.01

11089,0.04,8.25,4.69,-32.94,-2.37,-18.56,0.05,-0.09,-0.01

11097,0.02,8.22,4.75,-32.71,-1.93,-18.62,0.04,-0.08,-0.01

11104,0.04,8.25,4.71,-33.09,-1.81,-18.21,0.05,-0.08,-0.01

11111,0.05,8.19,4.69,-33.21,-1.78,-18.53,0.05,-0.08,-0.01

11121,0.04,8.25,4.70,-33.38,-2.05,-18.80,0.05,-0.00,-0.01

11128,0.08,8.26,4.77,-33.03,-1.70,-18.53,0.05,-0.08,-0.01

11136,0.04,8.17,4.70,-33.32,-1.23,-18.74,0.05,-0.08,-0.01

11143,0.03,8.18,4.69,-33.59,-1.20,-19.06,0.05,-0.08,-0.01

11150,0.02,8.24,4.67,-33.38,-1.37,-18.82,0.05,-0.08,-0.01

11157,0.01,8.20,4.65,-33.50,-1.81,-19.09,0.04,-0.08,-0.01

11164,0.05,8.20,4.64,-33.27,-2.16,-18.59,0.05,-0.08,-0.01

11183,0.06,8.28,4.69,-33.35,-2.22,-19.23,0.05,-0.08,-0.01

11195,0.06,8.24,4.72,-33.50,-1.87,-18.39,0.04,-0.08,-0.01

11205,0.05,8.20,4.68,-33.12,-1.81,-18.15,0.05,-0.08,-0.01

11212,0.04,8.19,4.74,-33.38,-1.90,-18.65,0.05,-0.08,-0.01

11220,0.04,8.22,4.64,-33.18,-2.02,-18.33,0.04,-0.08,-0.01

